section,unit,exercise,unit_exercise,level
wortstaemme,nomen_verben_wortstaemme,67,nomen_verben_wortstaemme 67,C1
wortstaemme,nomen_verben_wortstaemme,68,nomen_verben_wortstaemme 68,C1
wortstaemme,nomen_verben_wortstaemme,69,nomen_verben_wortstaemme 69,C1
wortstaemme,nomen_verben_wortstaemme,70,nomen_verben_wortstaemme 70,C1
wortstaemme,nomen_verben_wortstaemme,71,nomen_verben_wortstaemme 71,C1
wortstaemme,nomen_verben_wortstaemme,72,nomen_verben_wortstaemme 72,C1
wortstaemme,nomen_verben_wortstaemme,73,nomen_verben_wortstaemme 73,C1
wortstaemme,nomen_verben_wortstaemme,74,nomen_verben_wortstaemme 74,C1
wortstaemme,nomen_verben_wortstaemme,75,nomen_verben_wortstaemme 75,C1
wortstaemme,nomen_verben_wortstaemme,76,nomen_verben_wortstaemme 76,C1
wortstaemme,nomen_verben_wortstaemme,77,nomen_verben_wortstaemme 77,C1
wortstaemme,nomen_verben_wortstaemme,78,nomen_verben_wortstaemme 78,C1
wortstaemme,nomen_verben_wortstaemme,79,nomen_verben_wortstaemme 79,C1
wortstaemme,nomen_verben_wortstaemme,80,nomen_verben_wortstaemme 80,C1
wortstaemme,nomen_verben_wortstaemme,81,nomen_verben_wortstaemme 81,C1
wortstaemme,nomen_verben_wortstaemme,82,nomen_verben_wortstaemme 82,C1
wortstaemme,nomen_verben_wortstaemme,83,nomen_verben_wortstaemme 83,C1
wortstaemme,nomen_verben_wortstaemme,84,nomen_verben_wortstaemme 84,C1
wortstaemme,nomen_verben_wortstaemme,85,nomen_verben_wortstaemme 85,C1
wortstaemme,nomen_verben_wortstaemme,86,nomen_verben_wortstaemme 86,C1
genus_plural,genus_regeln,1,genus_regeln 1,A1
genus_plural,genus_regeln,2,genus_regeln 2,A1
genus_plural,genus_regeln,3,genus_regeln 3,A1
genus_plural,genus_regeln,4,genus_regeln 4,A1
genus_plural,genus_regeln,5,genus_regeln 5,A1
genus_plural,genus_regeln,6,genus_regeln 6,A2
genus_plural,genus_regeln,7,genus_regeln 7,A2
genus_plural,genus_regeln,8,genus_regeln 8,A2
genus_plural,genus_regeln,9,genus_regeln 9,A2
genus_plural,genus_regeln,10,genus_regeln 10,A2
genus_plural,genus_regeln,11,genus_regeln 11,B1
genus_plural,genus_regeln,12,genus_regeln 12,B1
genus_plural,genus_regeln,13,genus_regeln 13,B1
genus_plural,genus_regeln,14,genus_regeln 14,B1
genus_plural,genus_regeln,15,genus_regeln 15,B1
genus_plural,genus_regeln,16,genus_regeln 16,B2
genus_plural,genus_regeln,17,genus_regeln 17,B2
genus_plural,genus_regeln,18,genus_regeln 18,B2
genus_plural,genus_regeln,19,genus_regeln 19,B2
genus_plural,genus_regeln,20,genus_regeln 20,B2
genus_plural,genus_regeln,21,genus_regeln 21,C1
genus_plural,genus_regeln,22,genus_regeln 22,C1
genus_plural,genus_regeln,23,genus_regeln 23,C1
genus_plural,genus_regeln,24,genus_regeln 24,C1
genus_plural,genus_regeln,25,genus_regeln 25,C1
genus_plural,genus_regeln,26,genus_regeln 26,C1
genus_plural,genus_regeln,27,genus_regeln 27,C1
genus_plural,genus,1,genus 1,A1
genus_plural,genus,2,genus 2,A1
genus_plural,genus,3,genus 3,A1
genus_plural,genus,4,genus 4,A1
genus_plural,genus,5,genus 5,A1
genus_plural,genus,6,genus 6,A1
genus_plural,genus,7,genus 7,A1
genus_plural,genus,8,genus 8,A1
genus_plural,genus,9,genus 9,A2
genus_plural,genus,10,genus 10,A2
genus_plural,genus,11,genus 11,A2
genus_plural,genus,12,genus 12,A2
genus_plural,genus,13,genus 13,A2
genus_plural,genus,14,genus 14,A2
genus_plural,genus,15,genus 15,A2
genus_plural,genus,16,genus 16,A2
genus_plural,genus,17,genus 17,A2
genus_plural,genus,18,genus 18,A2
genus_plural,genus,19,genus 19,B1
genus_plural,genus,20,genus 20,B1
genus_plural,genus,21,genus 21,B1
genus_plural,genus,22,genus 22,B1
genus_plural,genus,23,genus 23,B1
genus_plural,genus,24,genus 24,B1
genus_plural,genus,25,genus 25,B1
genus_plural,genus,26,genus 26,B1
genus_plural,genus,27,genus 27,B1
genus_plural,genus,28,genus 28,B1
genus_plural,genus,29,genus 29,B1
genus_plural,genus,30,genus 30,B1
genus_plural,genus,31,genus 31,B1
genus_plural,genus,32,genus 32,B1
genus_plural,genus,33,genus 33,B1
genus_plural,genus,34,genus 34,B1
genus_plural,genus,35,genus 35,B1
genus_plural,genus,36,genus 36,B1
genus_plural,genus,37,genus 37,B1
genus_plural,genus,38,genus 38,B1
genus_plural,genus,39,genus 39,B1
genus_plural,genus,40,genus 40,B1
genus_plural,genus,41,genus 41,B1
genus_plural,genus,42,genus 42,B1
genus_plural,genus,43,genus 43,B1
genus_plural,genus,44,genus 44,B1
genus_plural,genus,45,genus 45,B1
genus_plural,genus,46,genus 46,B1
genus_plural,genus,47,genus 47,B1
genus_plural,genus,48,genus 48,B1
genus_plural,genus,49,genus 49,B1
genus_plural,genus,50,genus 50,B1
genus_plural,genus,51,genus 51,B1
genus_plural,genus,52,genus 52,B2
genus_plural,genus,53,genus 53,B2
genus_plural,genus,54,genus 54,B2
genus_plural,genus,55,genus 55,B2
genus_plural,genus,56,genus 56,B2
genus_plural,genus,57,genus 57,B2
genus_plural,genus,58,genus 58,B2
genus_plural,genus,59,genus 59,B2
genus_plural,genus,60,genus 60,B2
genus_plural,genus,61,genus 61,B2
genus_plural,genus,62,genus 62,B2
genus_plural,genus,63,genus 63,B2
genus_plural,genus,64,genus 64,B2
genus_plural,genus,65,genus 65,B2
genus_plural,genus,66,genus 66,B2
genus_plural,genus,67,genus 67,B2
genus_plural,genus,68,genus 68,B2
genus_plural,genus,69,genus 69,B2
genus_plural,genus,70,genus 70,B2
genus_plural,genus,71,genus 71,B2
genus_plural,genus,72,genus 72,B2
genus_plural,genus,73,genus 73,B2
genus_plural,genus,74,genus 74,B2
genus_plural,genus,75,genus 75,B2
genus_plural,genus,76,genus 76,B2
genus_plural,genus,77,genus 77,B2
genus_plural,genus,78,genus 78,B2
genus_plural,genus,79,genus 79,B2
genus_plural,genus,80,genus 80,B2
genus_plural,genus,81,genus 81,B2
genus_plural,genus,82,genus 82,B2
genus_plural,genus,83,genus 83,B2
genus_plural,genus,84,genus 84,B2
genus_plural,genus,85,genus 85,B2
genus_plural,genus,86,genus 86,B2
genus_plural,genus,87,genus 87,B2
genus_plural,genus,88,genus 88,B2
genus_plural,genus,89,genus 89,B2
genus_plural,genus,90,genus 90,B2
genus_plural,genus,91,genus 91,B2
genus_plural,genus,92,genus 92,B2
genus_plural,genus,93,genus 93,B2
genus_plural,genus,94,genus 94,B2
genus_plural,genus,95,genus 95,B2
genus_plural,genus,96,genus 96,B2
genus_plural,genus,97,genus 97,B2
genus_plural,genus,98,genus 98,B2
genus_plural,genus,99,genus 99,B2
genus_plural,plural,1,plural 1,A1
genus_plural,plural,2,plural 2,A1
genus_plural,plural,3,plural 3,A1
genus_plural,plural,4,plural 4,A1
genus_plural,plural,5,plural 5,A1
genus_plural,plural,6,plural 6,A1
genus_plural,plural,7,plural 7,A1
genus_plural,plural,8,plural 8,A1
genus_plural,plural,9,plural 9,A2
genus_plural,plural,10,plural 10,A2
genus_plural,plural,11,plural 11,A2
genus_plural,plural,12,plural 12,A2
genus_plural,plural,13,plural 13,A2
genus_plural,plural,14,plural 14,A2
genus_plural,plural,15,plural 15,A2
genus_plural,plural,16,plural 16,A2
genus_plural,plural,17,plural 17,A2
genus_plural,plural,18,plural 18,B1
genus_plural,plural,19,plural 19,B1
genus_plural,plural,20,plural 20,B1
genus_plural,plural,21,plural 21,B1
genus_plural,plural,22,plural 22,B1
genus_plural,plural,23,plural 23,B1
genus_plural,plural,24,plural 24,B1
genus_plural,plural,25,plural 25,B1
genus_plural,plural,26,plural 26,B1
genus_plural,plural,27,plural 27,B1
genus_plural,plural,28,plural 28,B1
genus_plural,plural,29,plural 29,B1
genus_plural,plural,30,plural 30,B1
genus_plural,plural,31,plural 31,B1
genus_plural,plural,32,plural 32,B1
genus_plural,plural,33,plural 33,B1
genus_plural,plural,34,plural 34,B1
genus_plural,plural,35,plural 35,B1
genus_plural,plural,36,plural 36,B1
genus_plural,plural,37,plural 37,B1
genus_plural,plural,38,plural 38,B1
genus_plural,plural,39,plural 39,B1
genus_plural,plural,40,plural 40,B1
genus_plural,plural,41,plural 41,B1
genus_plural,plural,42,plural 42,B1
genus_plural,plural,43,plural 43,B1
genus_plural,plural,44,plural 44,B1
genus_plural,plural,45,plural 45,B1
genus_plural,plural,46,plural 46,B1
genus_plural,plural,47,plural 47,B1
genus_plural,plural,48,plural 48,B1
genus_plural,plural,49,plural 49,B1
genus_plural,plural,50,plural 50,B2
genus_plural,plural,51,plural 51,B2
genus_plural,plural,52,plural 52,B2
genus_plural,plural,53,plural 53,B2
genus_plural,plural,54,plural 54,B2
genus_plural,plural,55,plural 55,B2
genus_plural,plural,56,plural 56,B2
genus_plural,plural,57,plural 57,B2
genus_plural,plural,58,plural 58,B2
genus_plural,plural,59,plural 59,B2
genus_plural,plural,60,plural 60,B2
genus_plural,plural,61,plural 61,B2
genus_plural,plural,62,plural 62,B2
genus_plural,plural,63,plural 63,B2
genus_plural,plural,64,plural 64,B2
genus_plural,plural,65,plural 65,B2
genus_plural,plural,66,plural 66,B2
genus_plural,plural,67,plural 67,B2
genus_plural,plural,68,plural 68,B2
genus_plural,plural,69,plural 69,B2
genus_plural,plural,70,plural 70,B2
genus_plural,plural,71,plural 71,B2
genus_plural,plural,72,plural 72,B2
genus_plural,plural,73,plural 73,B2
genus_plural,plural,74,plural 74,B2
genus_plural,plural,75,plural 75,B2
genus_plural,plural,76,plural 76,B2
genus_plural,plural,77,plural 77,B2
genus_plural,plural,78,plural 78,B2
genus_plural,plural,79,plural 79,B2
genus_plural,plural,80,plural 80,B2
genus_plural,plural,81,plural 81,B2
genus_plural,plural,82,plural 82,B2
genus_plural,plural,83,plural 83,B2
genus_plural,plural,84,plural 84,B2
sonstige,zahlen,1,zahlen 1,A1
sonstige,zahlen,2,zahlen 2,A1
sonstige,zahlen,3,zahlen 3,A1
sonstige,zahlen,4,zahlen 4,A1
sonstige,zahlen,5,zahlen 5,A1
sonstige,zahlen,6,zahlen 6,A1
sonstige,zahlen,7,zahlen 7,A1
sonstige,zahlen,8,zahlen 8,A1
sonstige,zahlen,9,zahlen 9,A1
sonstige,zahlen,10,zahlen 10,A1
sonstige,zahlen,11,zahlen 11,A2
sonstige,zahlen,12,zahlen 12,A2
sonstige,zahlen,13,zahlen 13,A2
sonstige,zahlen,14,zahlen 14,A2
sonstige,zahlen,15,zahlen 15,A2
sonstige,zahlen,16,zahlen 16,A2
sonstige,zahlen,17,zahlen 17,B1
sonstige,zahlen,18,zahlen 18,B1
sonstige,zahlen,19,zahlen 19,B1
sonstige,zahlen,20,zahlen 20,B1
sonstige,zahlen,21,zahlen 21,B2
sonstige,zahlen,22,zahlen 22,B2
sonstige,zahlen,23,zahlen 23,C1
sonstige,zahlen,24,zahlen 24,C1
